X,Y,Z
0.2041011,0.6357836,-2.480886
0.2041884,0.6357007,-2.481071
0.2041326,0.6357222,-2.481074
0.2041776,0.6358159,-2.480878
0.2043355,0.6357892,-2.480873
0.2043274,0.6356619,-2.481062
0.204306,0.635687,-2.481078
0.2042161,0.6358141,-2.480695
0.204183,0.6357983,-2.480805
0.2042007,0.6357671,-2.480935
0.2042463,0.6356504,-2.481096
0.2041636,0.6356798,-2.481077
0.2042391,0.6356304,-2.481123
0.2042518,0.6357555,-2.480904
0.2042159,0.6356893,-2.480959
0.2042813,0.6355881,-2.481214
0.204298,0.6355041,-2.481324
0.2042802,0.635691,-2.480993
0.2041815,0.6357092,-2.48093
0.2041568,0.6356823,-2.480995
0.20422,0.6357371,-2.480901
0.2043098,0.6356762,-2.481017
0.2042517,0.6357349,-2.480835
0.2043196,0.6357055,-2.480841
0.2043653,0.6355839,-2.48118
0.2043193,0.6355826,-2.48119
0.2043394,0.635502,-2.48137
0.2044481,0.6354254,-2.481542
0.2045502,0.6353797,-2.481694
0.2044984,0.6352876,-2.481895
0.2046153,0.6351182,-2.482258
0.204531,0.6351662,-2.482017
0.2046012,0.6350974,-2.482087
0.2045866,0.6351756,-2.482036
0.2045245,0.6352304,-2.48191
0.2043878,0.6353793,-2.481514
0.2044185,0.6354024,-2.481346
0.2042825,0.6354958,-2.481148
0.204277,0.6355612,-2.480988
0.2042059,0.6356373,-2.480879
0.2042949,0.6356918,-2.480881
0.2042741,0.6356959,-2.480805
0.2043163,0.6356066,-2.48074
0.2043147,0.6356798,-2.480798
0.2043801,0.6356608,-2.48086
0.2041741,0.6357018,-2.480424
0.2040251,0.6357304,-2.479926
0.2039363,0.6356654,-2.478822
0.203624,0.635792,-2.47502
0.2034559,0.6354786,-2.468334
0.2030941,0.6354631,-2.457846
0.2030234,0.6351638,-2.447523
0.2027343,0.6346743,-2.437214
0.2025187,0.6343451,-2.427143
0.202137,0.6340318,-2.418153
0.2019311,0.6336531,-2.409046
0.2019287,0.6336083,-2.398589
0.2016686,0.6334824,-2.387885
0.2013901,0.6333222,-2.376035
0.2012216,0.6332047,-2.364667
0.2011795,0.6329731,-2.352512
0.2010469,0.6325744,-2.341309
0.2009719,0.6323078,-2.330266
0.2007017,0.6320876,-2.318964
0.2004505,0.6318449,-2.306756
0.2000848,0.6315192,-2.29496
0.199899,0.6312795,-2.283292
0.1998368,0.6311765,-2.271681
0.1998811,0.6308237,-2.261165
0.1999951,0.630513,-2.250367
0.2004633,0.630532,-2.238894
0.2023133,0.6301546,-2.227135
0.2039837,0.6296714,-2.214959
0.2045565,0.6292243,-2.202018
0.2039376,0.6288913,-2.187957
0.2031913,0.6285421,-2.17126
0.2017781,0.6285554,-2.151872
0.2001681,0.6281443,-2.131987
0.1982666,0.6276093,-2.111894
0.1962324,0.6271214,-2.092693
0.1943159,0.6269459,-2.073099
0.1921788,0.6261796,-2.055086
0.1906129,0.6255561,-2.037949
0.1890645,0.625208,-2.021147
0.1881049,0.6247042,-2.005719
0.1876825,0.6244943,-1.991254
0.1870825,0.6242638,-1.977
0.1862677,0.6239335,-1.962504
0.1852715,0.6236675,-1.947661
0.1846227,0.6233355,-1.932632
0.1841744,0.6229475,-1.91626
0.1834619,0.6227149,-1.897738
0.1831779,0.6220292,-1.879681
0.1824063,0.6213325,-1.861354
0.1822986,0.6208437,-1.843336
0.1819979,0.6202933,-1.82464
0.1818424,0.6197241,-1.805085
0.1815552,0.6191766,-1.7856
0.181363,0.618727,-1.765947
0.1808633,0.6181464,-1.746887
0.1806767,0.617771,-1.727947
0.1809757,0.61694,-1.709188
0.1814412,0.616466,-1.691239
0.1817435,0.6159941,-1.67367
0.1813695,0.6156266,-1.656242
0.1816359,0.6151293,-1.638495
0.1815589,0.614701,-1.620633
0.1817407,0.6142983,-1.601786
0.1819158,0.6139163,-1.58196
0.1820524,0.6134479,-1.561186
0.1824438,0.6127484,-1.540771
0.1824193,0.6124124,-1.519906
0.1823145,0.6119801,-1.499447
0.1826242,0.6113387,-1.478473
0.1825176,0.6107892,-1.45844
0.1828177,0.6101601,-1.43783
0.1829275,0.6097316,-1.418472
0.183037,0.6091014,-1.399381
0.1831082,0.6086167,-1.379986
0.1829504,0.6083828,-1.360518
0.1825066,0.6077853,-1.340696
0.1818625,0.6076705,-1.320492
0.18113,0.607069,-1.299455
0.1807765,0.6067072,-1.277578
0.1802718,0.6061457,-1.256014
0.1805159,0.6053327,-1.234559
0.1803707,0.6046022,-1.212895
0.1804922,0.6039724,-1.192401
0.1801266,0.6032965,-1.171526
0.1797966,0.60252,-1.150982
0.1797639,0.6015837,-1.131232
0.1793653,0.6012871,-1.111027
0.1796411,0.6005855,-1.090918
0.1797125,0.6000234,-1.071284
0.1793943,0.5997792,-1.052045
0.1792341,0.5992801,-1.032782
0.1789818,0.5987955,-1.013167
0.1783243,0.5985182,-0.9933451
0.1781737,0.597923,-0.9735601
0.177597,0.5971338,-0.9538272
0.1776816,0.5961869,-0.933401
0.1777222,0.5954632,-0.9135442
0.1770527,0.5946957,-0.8933693
0.176413,0.594225,-0.8725991
0.1754831,0.5936743,-0.8520935
0.1749853,0.5930547,-0.8321851
0.1739081,0.5926749,-0.8119311
0.1732609,0.5921227,-0.792015
0.1732441,0.5917594,-0.7722358
0.172226,0.5911214,-0.7519648
0.1713776,0.5907409,-0.732879
0.1707154,0.5902894,-0.7133112
0.1700764,0.5900404,-0.6948056
0.1697116,0.5895914,-0.6755819
0.1694468,0.5891662,-0.6569326
0.168732,0.5885532,-0.6383668
0.1683101,0.5881817,-0.6199774
0.1675745,0.5877717,-0.6015403
0.1669746,0.5873263,-0.5838758
0.1661226,0.5870183,-0.5670785
0.1659803,0.5864789,-0.551708
0.1651799,0.5862852,-0.5368581
0.1648789,0.5858577,-0.5246397
0.1646033,0.5856045,-0.5147707
0.16423,0.5853439,-0.5052416
0.1641607,0.5851356,-0.4972634
0.1639151,0.584855,-0.4902382
0.163971,0.5844759,-0.4843633
0.163774,0.5843726,-0.4792551
0.1638547,0.5842403,-0.4750687
0.1636684,0.5841901,-0.471825
0.1634359,0.584076,-0.4695379
0.1634304,0.5841768,-0.4672121
0.1633369,0.584143,-0.4649885
0.1632634,0.5839357,-0.463085
0.1630775,0.5839843,-0.4615315
0.1630606,0.5839206,-0.4607072
0.162751,0.584219,-0.4594688
0.1628617,0.5841296,-0.4589372
0.162892,0.5841183,-0.4590128
0.1627937,0.5842891,-0.4587882
0.1626399,0.5843994,-0.4584144
0.1626694,0.584334,-0.4584542
0.1626562,0.584341,-0.458395
0.1626003,0.5845259,-0.4582669
0.1625209,0.5845607,-0.4582356
0.1625143,0.5845078,-0.4578279
0.1626254,0.584496,-0.4575369
0.1627205,0.5843771,-0.4576237
0.1629301,0.5841058,-0.4579489
0.1629111,0.5839364,-0.4576332
0.1629476,0.5840098,-0.4573508
0.1629636,0.5839782,-0.4572873
0.1630314,0.5838883,-0.4576104
0.1632306,0.5836051,-0.4575279
0.1631769,0.5835823,-0.4574221
0.1630879,0.5836496,-0.4573726
0.163026,0.583659,-0.4575326
0.1631358,0.5835686,-0.4576322
0.163089,0.5836105,-0.4572974
0.1630428,0.5836794,-0.4572174
0.1630319,0.5837886,-0.4569679
0.1629386,0.5838475,-0.456877
0.163101,0.5837298,-0.4570279
0.1631773,0.5837293,-0.4572334
